Transaction_ID,Date,Department,Cost_Category,Budgeted_Revenue,Actual_Revenue,Budgeted_Cost,Actual_Cost
FIN-11042,01/11/2024,Marketing,Payroll,"$59,130.00","$58,385.00","$51,401.00","$46,971.00"
FIN-11043,11/05/2024,Operations,Software Licenses,$0.00,$0.00,"$51,821.00","$55,905.00"
FIN-11044,20/11/2024,Operations,Office Supplies,$0.00,$0.00,"$57,551.00","$57,752.00"
FIN-11045,08/09/2025,Operations,Payroll,$0.00,$0.00,"$49,620.00","$57,490.00"
FIN-11046,21/09/2024,Engineering,Office Supplies,$0.00,$0.00,"$50,277.00","$57,977.00"
FIN-11047,04/10/2024,Marketing,Travel & Entertainment,"$59,637.00","$63,803.00","$19,824.00","$22,147.00"
FIN-11048,06/04/2024,Sales,Office Supplies,"$61,523.00","$56,764.00","$33,834.00","$34,255.00"
FIN-11049,27/06/2025,Sales,Office Supplies,"$60,345.00","$53,295.00","$38,899.00","$45,720.00"
FIN-11050,13/11/2024,Marketing,Software Licenses,"$54,567.00","$47,019.00","$57,116.00","$52,795.00"
FIN-11051,24/11/2025,Operations,Payroll,$0.00,$0.00,"$10,228.00","$11,311.00"
FIN-11052,07/07/2024,Marketing,Payroll,"$138,721.00","$153,954.00","$43,266.00","$39,351.00"
FIN-11053,11/03/2024,Marketing,Software Licenses,"$139,862.00","$150,543.00","$47,333.00","$53,711.00"
FIN-11054,08/03/2024,Sales,Office Supplies,"$81,601.00","$71,744.00","$45,289.00","$45,455.00"
FIN-11055,06/03/2025,HR,Software Licenses,$0.00,$0.00,"$42,439.00","$48,620.00"
FIN-11056,07/05/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$22,197.00","$26,582.00"
FIN-11057,24/11/2025,Sales,Payroll,"$120,167.00","$121,521.00","$34,658.00","$35,643.00"
FIN-11058,27/11/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$39,245.00","$39,757.00"
FIN-11059,17/06/2025,Engineering,Office Supplies,$0.00,$0.00,"$28,557.00","$29,924.00"
FIN-11060,28/02/2025,Marketing,Software Licenses,"$56,080.00","$63,708.00","$12,159.00","$13,528.00"
FIN-11061,01/05/2024,Sales,Advertising,"$77,094.00","$69,329.00","$27,517.00","$32,325.00"
FIN-11062,21/07/2025,Engineering,Payroll,$0.00,$0.00,"$50,875.00","$46,104.00"
FIN-11063,23/04/2024,Operations,Payroll,$0.00,$0.00,"$39,491.00","$45,785.00"
FIN-11064,16/11/2024,Engineering,Payroll,$0.00,$0.00,"$57,892.00","$67,032.00"
FIN-11065,06/05/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$19,269.00","$17,418.00"
FIN-11066,05/03/2024,HR,Software Licenses,$0.00,$0.00,"$48,591.00","$56,985.00"
FIN-11067,29/11/2025,HR,Travel & Entertainment,$0.00,$0.00,"$29,782.00","$31,304.00"
FIN-11068,10/06/2024,Operations,Office Supplies,$0.00,$0.00,"$31,709.00","$33,718.00"
FIN-11069,22/11/2024,Engineering,Software Licenses,$0.00,$0.00,"$51,993.00","$49,823.00"
FIN-11070,21/03/2024,Operations,Office Supplies,$0.00,$0.00,"$44,629.00","$48,932.00"
FIN-11071,05/12/2024,Sales,Advertising,"$126,276.00","$122,544.00","$40,930.00","$41,470.00"
FIN-11072,14/02/2024,Sales,Software Licenses,"$144,598.00","$134,226.00","$59,178.00","$59,515.00"
FIN-11073,01/07/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$55,240.00","$61,415.00"
FIN-11074,09/05/2024,Marketing,Payroll,"$58,997.00","$56,901.00","$50,860.00","$51,001.00"
FIN-11075,19/03/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$51,505.00","$53,312.00"
FIN-11076,11/11/2025,Engineering,Software Licenses,$0.00,$0.00,"$36,655.00","$40,649.00"
FIN-11077,12/02/2024,Sales,Payroll,"$70,028.00","$66,114.00","$52,719.00","$62,097.00"
FIN-11078,10/01/2024,Marketing,Software Licenses,"$145,971.00","$148,245.00","$17,099.00","$16,067.00"
FIN-11079,14/03/2024,Engineering,Software Licenses,$0.00,$0.00,"$24,130.00","$26,370.00"
FIN-11080,25/02/2024,Sales,Advertising,"$148,970.00","$158,474.00","$13,565.00","$14,126.00"
FIN-11081,17/03/2025,Marketing,Office Supplies,"$138,177.00","$154,081.00","$25,630.00","$24,599.00"
FIN-11082,19/03/2025,Marketing,Payroll,"$122,394.00","$106,081.00","$55,156.00","$55,603.00"
FIN-11083,26/04/2024,Sales,Travel & Entertainment,"$132,263.00","$118,262.00","$25,479.00","$27,089.00"
FIN-11084,16/08/2024,Sales,Software Licenses,"$67,272.00","$62,136.00","$49,895.00","$49,510.00"
FIN-11085,02/12/2024,Sales,Travel & Entertainment,"$73,345.00","$83,594.00","$29,385.00","$32,983.00"
FIN-11086,22/10/2025,Marketing,Travel & Entertainment,"$82,919.00","$72,494.00","$45,089.00","$50,439.00"
FIN-11087,10/04/2024,Operations,Software Licenses,$0.00,$0.00,"$11,552.00","$11,686.00"
FIN-11088,08/03/2025,Operations,Office Supplies,$0.00,$0.00,"$33,889.00","$35,603.00"
FIN-11089,10/01/2025,Engineering,Office Supplies,$0.00,$0.00,"$21,468.00","$20,976.00"
FIN-11090,03/09/2024,Engineering,Software Licenses,$0.00,$0.00,"$24,259.00","$25,380.00"
FIN-11091,02/06/2024,Marketing,Advertising,"$62,379.00","$64,704.00","$48,367.00","$50,626.00"
FIN-11092,25/03/2025,Sales,Software Licenses,"$50,786.00","$51,836.00","$57,691.00","$65,972.00"
FIN-11093,04/10/2025,Engineering,Payroll,$0.00,$0.00,"$39,238.00","$45,119.00"
FIN-11094,03/11/2024,HR,Travel & Entertainment,$0.00,$0.00,"$30,085.00","$32,701.00"
FIN-11095,28/10/2024,HR,Travel & Entertainment,$0.00,$0.00,"$24,141.00","$24,956.00"
FIN-11096,20/06/2025,Marketing,Advertising,"$134,431.00","$129,892.00","$17,367.00","$19,532.00"
FIN-11097,13/05/2024,HR,Payroll,$0.00,$0.00,"$52,317.00","$55,650.00"
FIN-11098,30/03/2024,Sales,Software Licenses,"$102,344.00","$101,809.00","$13,010.00","$15,484.00"
FIN-11099,03/04/2025,Marketing,Advertising,"$61,549.00","$57,849.00","$31,209.00","$33,003.00"
FIN-11100,12/08/2025,Marketing,Office Supplies,"$76,905.00","$77,158.00","$42,559.00","$38,315.00"
FIN-11101,31/07/2025,Marketing,Payroll,"$138,150.00","$127,471.00","$57,894.00","$58,838.00"
FIN-11102,30/10/2024,HR,Software Licenses,$0.00,$0.00,"$41,315.00","$47,805.00"
FIN-11103,11/07/2025,Engineering,Office Supplies,$0.00,$0.00,"$17,489.00","$20,228.00"
FIN-11104,18/03/2024,Engineering,Software Licenses,$0.00,$0.00,"$21,819.00","$23,881.00"
FIN-11105,13/05/2024,Operations,Office Supplies,$0.00,$0.00,"$59,429.00","$55,414.00"
FIN-11106,28/06/2024,Engineering,Advertising,$0.00,$0.00,"$40,429.00","$40,337.00"
FIN-11107,11/03/2024,Engineering,Advertising,$0.00,$0.00,"$44,899.00","$52,123.00"
FIN-11108,10/09/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$54,100.00","$51,640.00"
FIN-11109,10/07/2024,Engineering,Software Licenses,$0.00,$0.00,"$10,534.00","$11,974.00"
FIN-11110,09/01/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$32,469.00","$31,284.00"
FIN-11111,08/02/2025,Operations,Payroll,$0.00,$0.00,"$37,914.00","$42,133.00"
FIN-11112,09/09/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$47,494.00","$56,324.00"
FIN-11113,14/01/2024,Marketing,Office Supplies,"$50,363.00","$44,209.00","$59,697.00","$54,673.00"
FIN-11114,25/09/2025,Sales,Payroll,"$141,074.00","$132,727.00","$10,882.00","$11,368.00"
FIN-11115,30/05/2025,Marketing,Travel & Entertainment,"$80,825.00","$85,960.00","$50,056.00","$59,613.00"
FIN-11116,15/07/2024,Engineering,Software Licenses,$0.00,$0.00,"$13,083.00","$14,766.00"
FIN-11117,26/01/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$37,518.00","$36,566.00"
FIN-11118,02/01/2024,Marketing,Cloud Infrastructure,"$126,411.00","$127,143.00","$11,545.00","$13,206.00"
FIN-11119,21/04/2024,HR,Travel & Entertainment,$0.00,$0.00,"$51,833.00","$53,433.00"
FIN-11120,09/06/2025,Marketing,Travel & Entertainment,"$59,045.00","$60,075.00","$19,521.00","$17,977.00"
FIN-11121,20/01/2024,Sales,Payroll,"$96,501.00","$106,240.00","$17,868.00","$18,626.00"
FIN-11122,09/07/2025,Marketing,Advertising,"$91,337.00","$78,997.00","$18,433.00","$16,938.00"
FIN-11123,16/07/2025,Marketing,Travel & Entertainment,"$71,751.00","$64,854.00","$48,968.00","$47,547.00"
FIN-11124,18/03/2025,Marketing,Office Supplies,"$136,840.00","$135,067.00","$52,955.00","$51,469.00"
FIN-11125,09/10/2024,Marketing,Advertising,"$67,400.00","$72,834.00","$57,647.00","$68,850.00"
FIN-11126,25/01/2024,Engineering,Software Licenses,$0.00,$0.00,"$48,968.00","$44,846.00"
FIN-11127,08/12/2024,Operations,Payroll,$0.00,$0.00,"$32,785.00","$32,087.00"
FIN-11128,16/08/2024,Marketing,Office Supplies,"$103,026.00","$114,177.00","$33,548.00","$35,939.00"
FIN-11129,13/09/2025,Operations,Advertising,$0.00,$0.00,"$42,427.00","$41,129.00"
FIN-11130,08/12/2024,HR,Payroll,$0.00,$0.00,"$59,290.00","$68,810.00"
FIN-11131,05/08/2024,HR,Payroll,$0.00,$0.00,"$43,710.00","$43,070.00"
FIN-11132,23/08/2025,HR,Software Licenses,$0.00,$0.00,"$21,154.00","$23,386.00"
FIN-11133,01/10/2024,Marketing,Cloud Infrastructure,"$137,759.00","$130,238.00","$31,271.00","$32,075.00"
FIN-11134,13/06/2025,Sales,Travel & Entertainment,"$127,209.00","$128,980.00","$25,372.00","$25,250.00"
FIN-11135,15/09/2024,Marketing,Cloud Infrastructure,"$97,801.00","$98,233.00","$13,659.00","$16,006.00"
FIN-11136,17/04/2024,HR,Software Licenses,$0.00,$0.00,"$20,828.00","$24,122.00"
FIN-11137,14/09/2024,Operations,Software Licenses,$0.00,$0.00,"$23,515.00","$22,053.00"
FIN-11138,10/09/2024,HR,Payroll,$0.00,$0.00,"$53,790.00","$62,608.00"
FIN-11139,31/05/2025,Engineering,Software Licenses,$0.00,$0.00,"$58,947.00","$64,078.00"
FIN-11140,23/11/2025,Marketing,Software Licenses,"$67,143.00","$75,377.00","$47,927.00","$48,919.00"
FIN-11141,20/12/2024,HR,Travel & Entertainment,$0.00,$0.00,"$37,200.00","$35,812.00"
FIN-11142,11/09/2025,Marketing,Travel & Entertainment,"$136,436.00","$156,717.00","$32,356.00","$33,668.00"
FIN-11143,24/08/2024,Sales,Cloud Infrastructure,"$92,470.00","$84,400.00","$45,450.00","$43,680.00"
FIN-11144,07/07/2024,HR,Travel & Entertainment,$0.00,$0.00,"$23,161.00","$21,084.00"
FIN-11145,24/08/2025,Operations,Payroll,$0.00,$0.00,"$36,331.00","$38,206.00"
FIN-11146,24/11/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$37,105.00","$43,806.00"
FIN-11147,06/09/2025,Marketing,Travel & Entertainment,"$101,567.00","$111,106.00","$17,242.00","$20,370.00"
FIN-11148,29/06/2024,Sales,Payroll,"$135,092.00","$152,494.00","$56,762.00","$64,674.00"
FIN-11149,08/11/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$13,666.00","$13,292.00"
FIN-11150,05/06/2025,HR,Advertising,$0.00,$0.00,"$36,627.00","$43,057.00"
FIN-11151,07/10/2024,HR,Software Licenses,$0.00,$0.00,"$36,019.00","$39,212.00"
FIN-11152,04/06/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$47,521.00","$53,330.00"
FIN-11153,24/05/2025,Sales,Software Licenses,"$84,765.00","$82,063.00","$58,552.00","$55,039.00"
FIN-11154,09/03/2025,HR,Software Licenses,$0.00,$0.00,"$46,175.00","$42,367.00"
FIN-11155,09/03/2024,Marketing,Software Licenses,"$139,254.00","$146,094.00","$28,799.00","$34,160.00"
FIN-11156,16/11/2025,Marketing,Advertising,"$90,870.00","$77,693.00","$15,565.00","$17,112.00"
FIN-11157,29/05/2024,HR,Payroll,$0.00,$0.00,"$57,162.00","$58,489.00"
FIN-11158,17/07/2024,Marketing,Payroll,"$87,335.00","$77,668.00","$12,429.00","$11,329.00"
FIN-11159,01/01/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$42,353.00","$49,004.00"
FIN-11160,19/11/2025,HR,Software Licenses,$0.00,$0.00,"$45,919.00","$48,713.00"
FIN-11161,05/04/2025,Engineering,Office Supplies,$0.00,$0.00,"$25,823.00","$26,921.00"
FIN-11162,23/02/2025,Engineering,Advertising,$0.00,$0.00,"$25,728.00","$23,797.00"
FIN-11163,17/05/2025,HR,Payroll,$0.00,$0.00,"$35,163.00","$37,445.00"
FIN-11164,13/02/2024,Marketing,Advertising,"$94,980.00","$82,505.00","$53,158.00","$63,340.00"
FIN-11165,13/06/2024,Operations,Payroll,$0.00,$0.00,"$13,057.00","$15,039.00"
FIN-11166,06/02/2025,Operations,Software Licenses,$0.00,$0.00,"$37,043.00","$36,648.00"
FIN-11167,19/01/2024,Operations,Office Supplies,$0.00,$0.00,"$25,366.00","$22,902.00"
FIN-11168,26/04/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$24,017.00","$24,086.00"
FIN-11169,11/02/2024,Sales,Travel & Entertainment,"$144,438.00","$161,386.00","$23,833.00","$26,523.00"
FIN-11170,19/03/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$27,264.00","$26,842.00"
FIN-11171,25/03/2024,Operations,Payroll,$0.00,$0.00,"$58,904.00","$53,845.00"
FIN-11172,27/02/2024,Sales,Advertising,"$85,294.00","$83,103.00","$29,751.00","$30,599.00"
FIN-11173,28/07/2025,Engineering,Office Supplies,$0.00,$0.00,"$58,780.00","$66,337.00"
FIN-11174,31/08/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$30,400.00","$36,358.00"
FIN-11175,11/09/2025,Marketing,Advertising,"$141,960.00","$158,736.00","$14,025.00","$14,673.00"
FIN-11176,01/04/2024,HR,Office Supplies,$0.00,$0.00,"$20,725.00","$20,385.00"
FIN-11177,04/06/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$56,609.00","$56,456.00"
FIN-11178,26/02/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$11,407.00","$12,692.00"
FIN-11179,24/08/2024,Engineering,Software Licenses,$0.00,$0.00,"$30,756.00","$31,299.00"
FIN-11180,05/07/2025,Engineering,Payroll,$0.00,$0.00,"$22,926.00","$23,093.00"
FIN-11181,24/02/2024,HR,Office Supplies,$0.00,$0.00,"$37,307.00","$34,549.00"
FIN-11182,02/07/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$41,692.00","$41,865.00"
FIN-11183,19/07/2024,Sales,Travel & Entertainment,"$112,785.00","$127,592.00","$18,695.00","$17,337.00"
FIN-11184,07/07/2025,Marketing,Cloud Infrastructure,"$65,123.00","$70,753.00","$47,146.00","$46,075.00"
FIN-11185,28/07/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$36,128.00","$34,825.00"
FIN-11186,10/04/2025,Operations,Advertising,$0.00,$0.00,"$34,518.00","$36,588.00"
FIN-11187,01/07/2025,Operations,Office Supplies,$0.00,$0.00,"$48,885.00","$45,891.00"
FIN-11188,31/10/2025,HR,Office Supplies,$0.00,$0.00,"$29,159.00","$26,759.00"
FIN-11189,14/07/2024,Engineering,Advertising,$0.00,$0.00,"$31,560.00","$34,728.00"
FIN-11190,28/07/2024,Sales,Advertising,"$143,898.00","$129,672.00","$51,168.00","$59,800.00"
FIN-11191,14/10/2024,HR,Payroll,$0.00,$0.00,"$57,374.00","$52,194.00"
FIN-11192,30/11/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$46,160.00","$44,140.00"
FIN-11193,18/04/2024,Sales,Software Licenses,"$116,606.00","$104,136.00","$55,158.00","$58,099.00"
FIN-11194,25/05/2024,Engineering,Office Supplies,$0.00,$0.00,"$26,378.00","$24,843.00"
FIN-11195,22/03/2024,HR,Advertising,$0.00,$0.00,"$11,502.00","$12,829.00"
FIN-11196,05/02/2025,HR,Advertising,$0.00,$0.00,"$24,266.00","$24,711.00"
FIN-11197,08/05/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$48,285.00","$48,498.00"
FIN-11198,04/01/2024,HR,Payroll,$0.00,$0.00,"$29,867.00","$29,756.00"
FIN-11199,22/08/2024,HR,Travel & Entertainment,$0.00,$0.00,"$37,301.00","$34,761.00"
